	Species	Accession_IDs	segment	Genus	Sort	Isolate Sort	Original_Accession_String	Errors
280	Black medic leaf roll virus	KC978943	DNA-N	Nanovirus	5288.0	2.0	DNA-C: KC978941; DNA-M: KC978942; DNA-N: KC978943; DNA-R: KC978939; DNA-S: KC978940; DNA-U1: KC978944; DNA-U2: KC978946; DNA-U4: KC978947	
281	Black medic leaf roll virus	KC978939	DNA-R	Nanovirus	5288.0	2.0	DNA-C: KC978941; DNA-M: KC978942; DNA-N: KC978943; DNA-R: KC978939; DNA-S: KC978940; DNA-U1: KC978944; DNA-U2: KC978946; DNA-U4: KC978947	
282	Black medic leaf roll virus	KC978940	DNA-S	Nanovirus	5288.0	2.0	DNA-C: KC978941; DNA-M: KC978942; DNA-N: KC978943; DNA-R: KC978939; DNA-S: KC978940; DNA-U1: KC978944; DNA-U2: KC978946; DNA-U4: KC978947	
283	Black medic leaf roll virus	KC978944	DNA-U1	Nanovirus	5288.0	2.0	DNA-C: KC978941; DNA-M: KC978942; DNA-N: KC978943; DNA-R: KC978939; DNA-S: KC978940; DNA-U1: KC978944; DNA-U2: KC978946; DNA-U4: KC978947	
284	Black medic leaf roll virus	KC978946	DNA-U2	Nanovirus	5288.0	2.0	DNA-C: KC978941; DNA-M: KC978942; DNA-N: KC978943; DNA-R: KC978939; DNA-S: KC978940; DNA-U1: KC978944; DNA-U2: KC978946; DNA-U4: KC978947	
285	Black medic leaf roll virus	KC978947	DNA-U4	Nanovirus	5288.0	2.0	DNA-C: KC978941; DNA-M: KC978942; DNA-N: KC978943; DNA-R: KC978939; DNA-S: KC978940; DNA-U1: KC978944; DNA-U2: KC978946; DNA-U4: KC978947	
286	Black medic leaf roll virus	KC978951	DNA-C	Nanovirus	5289.0	3.0	DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956	
287	Black medic leaf roll virus	KC978952	DNA-M	Nanovirus	5289.0	3.0	DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956	
288	Black medic leaf roll virus	KC978953	DNA-N	Nanovirus	5289.0	3.0	DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956	
289	Black medic leaf roll virus	KC978949	DNA-R	Nanovirus	5289.0	3.0	DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956	
290	Black medic leaf roll virus	KC978950	DNA-S	Nanovirus	5289.0	3.0	DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956	
291	Black medic leaf roll virus	KC978954	DNA-U1	Nanovirus	5289.0	3.0	DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956	
292	Black medic leaf roll virus	KC978955	DNA-U2	Nanovirus	5289.0	3.0	DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956	
293	Black medic leaf roll virus	KC978956	DNA-U4	Nanovirus	5289.0	3.0	DNA-C: KC978951; DNA-M: KC978952; DNA-N: KC978953; DNA-R: KC978949; DNA-S: KC978950; DNA-U1: KC978954; DNA-U2: KC978955; DNA-U4: KC978956	
294	Faba bean necrotic stunt virus	GQ274031	DNA-C	Nanovirus	5292.0	2.0	DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032	
295	Faba bean necrotic stunt virus	GQ274035	DNA-M	Nanovirus	5292.0	2.0	DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032	
296	Faba bean necrotic stunt virus	GQ274038	DNA-N	Nanovirus	5292.0	2.0	DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032	
297	Faba bean necrotic stunt virus	GQ274033	DNA-R	Nanovirus	5292.0	2.0	DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032	
298	Faba bean necrotic stunt virus	GQ274036	DNA-S	Nanovirus	5292.0	2.0	DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032	
299	Faba bean necrotic stunt virus	GQ274034	DNA-U1	Nanovirus	5292.0	2.0	DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032	
300	Faba bean necrotic stunt virus	GQ274037	DNA-U2	Nanovirus	5292.0	2.0	DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032	
301	Faba bean necrotic stunt virus	GQ274032	DNA-U4	Nanovirus	5292.0	2.0	DNA-C: GQ274031; DNA-M: GQ274035; DNA-N: GQ274038; DNA-R: GQ274033; DNA-S: GQ274036; DNA-U1: GQ274034; DNA-U2: GQ274037; DNA-U4: GQ274032	
302	Faba bean necrotic yellows virus	GQ274023	DNA-C	Nanovirus	5294.0	2.0	DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024	
303	Faba bean necrotic yellows virus	GQ274027	DNA-M	Nanovirus	5294.0	2.0	DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024	
304	Faba bean necrotic yellows virus	GQ274030	DNA-N	Nanovirus	5294.0	2.0	DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024	
305	Faba bean necrotic yellows virus	GQ274025	DNA-R	Nanovirus	5294.0	2.0	DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024	
306	Faba bean necrotic yellows virus	GQ274028	DNA-S	Nanovirus	5294.0	2.0	DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024	
307	Faba bean necrotic yellows virus	GQ274026	DNA-U1	Nanovirus	5294.0	2.0	DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024	
308	Faba bean necrotic yellows virus	GQ274029	DNA-U2	Nanovirus	5294.0	2.0	DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024	
309	Faba bean necrotic yellows virus	GQ274024	DNA-U4	Nanovirus	5294.0	2.0	DNA-C: GQ274023; DNA-M: GQ274027; DNA-N: GQ274030; DNA-R: GQ274025; DNA-S: GQ274028; DNA-U1: GQ274026; DNA-U2: GQ274029; DNA-U4: GQ274024	
310	Faba bean necrotic yellows virus	KX431388	DNA-C	Nanovirus	5295.0	3.0	DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430	
311	Faba bean necrotic yellows virus	KX431395	DNA-M	Nanovirus	5295.0	3.0	DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430	
312	Faba bean necrotic yellows virus	KX431402	DNA-N	Nanovirus	5295.0	3.0	DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430	
313	Faba bean necrotic yellows virus	KX431381	DNA-R	Nanovirus	5295.0	3.0	DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430	
314	Faba bean necrotic yellows virus	KX431409	DNA-S	Nanovirus	5295.0	3.0	DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430	
315	Faba bean necrotic yellows virus	KX431416	DNA-U1	Nanovirus	5295.0	3.0	DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430	
316	Faba bean necrotic yellows virus	KX431423	DNA-U2	Nanovirus	5295.0	3.0	DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430	
317	Faba bean necrotic yellows virus	KX431430	DNA-U4	Nanovirus	5295.0	3.0	DNA-C: KX431388; DNA-M: KX431395; DNA-N: KX431402; DNA-R: KX431381; DNA-S: KX431409; DNA-U1: KX431416; DNA-U2: KX431423; DNA-U4: KX431430	
318	Faba bean necrotic yellows virus	KC979021	DNA-C	Nanovirus	5296.0	4.0	DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026	
319	Faba bean necrotic yellows virus	KC979022	DNA-M	Nanovirus	5296.0	4.0	DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026	
320	Faba bean necrotic yellows virus	KC979023	DNA-N	Nanovirus	5296.0	4.0	DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026	
321	Faba bean necrotic yellows virus	KC979019	DNA-R	Nanovirus	5296.0	4.0	DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026	
322	Faba bean necrotic yellows virus	KC979020	DNA-S	Nanovirus	5296.0	4.0	DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026	
323	Faba bean necrotic yellows virus	KC979024	DNA-U1	Nanovirus	5296.0	4.0	DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026	
324	Faba bean necrotic yellows virus	KC979025	DNA-U2	Nanovirus	5296.0	4.0	DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026	
325	Faba bean necrotic yellows virus	KC979026	DNA-U4	Nanovirus	5296.0	4.0	DNA-C: KC979021; DNA-M: KC979022; DNA-N: KC979023; DNA-R: KC979019; DNA-S: KC979020; DNA-U1: KC979024; DNA-U2: KC979025; DNA-U4: KC979026	
326	Milk vetch dwarf virus	KY070240	DNA-C	Nanovirus	5299.0	2.0	DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247	
327	Milk vetch dwarf virus	KY070244	DNA-M	Nanovirus	5299.0	2.0	DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247	
328	Milk vetch dwarf virus	KY070242	DNA-N	Nanovirus	5299.0	2.0	DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247	
329	Milk vetch dwarf virus	KY070246	DNA-R	Nanovirus	5299.0	2.0	DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247	
330	Milk vetch dwarf virus	KY070245	DNA-S	Nanovirus	5299.0	2.0	DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247	
331	Milk vetch dwarf virus	KY070241	DNA-U1	Nanovirus	5299.0	2.0	DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247	
332	Milk vetch dwarf virus	KY070243	DNA-U2	Nanovirus	5299.0	2.0	DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247	
333	Milk vetch dwarf virus	KY070247	DNA-U4	Nanovirus	5299.0	2.0	DNA-C: KY070240; DNA-M: KY070244; DNA-N: KY070242; DNA-R: KY070246; DNA-S: KY070245; DNA-U1: KY070241; DNA-U2: KY070243; DNA-U4: KY070247	
334	Subterranean clover stunt virus	U16732	DNA-C	Nanovirus	5305.0	2.0	DNA-C: U16732; DNA-M: U16730; DNA-N: U16733; DNA-R: AJ290434; DNA-S: U16734; DNA-U1: U16736	
335	Subterranean clover stunt virus	U16730	DNA-M	Nanovirus	5305.0	2.0	DNA-C: U16732; DNA-M: U16730; DNA-N: U16733; DNA-R: AJ290434; DNA-S: U16734; DNA-U1: U16736	
336	Subterranean clover stunt virus	U16733	DNA-N	Nanovirus	5305.0	2.0	DNA-C: U16732; DNA-M: U16730; DNA-N: U16733; DNA-R: AJ290434; DNA-S: U16734; DNA-U1: U16736	
337	Subterranean clover stunt virus	AJ290434	DNA-R	Nanovirus	5305.0	2.0	DNA-C: U16732; DNA-M: U16730; DNA-N: U16733; DNA-R: AJ290434; DNA-S: U16734; DNA-U1: U16736	
338	Subterranean clover stunt virus	U16734	DNA-S	Nanovirus	5305.0	2.0	DNA-C: U16732; DNA-M: U16730; DNA-N: U16733; DNA-R: AJ290434; DNA-S: U16734; DNA-U1: U16736	
339	Subterranean clover stunt virus	U16736	DNA-U1	Nanovirus	5305.0	2.0	DNA-C: U16732; DNA-M: U16730; DNA-N: U16733; DNA-R: AJ290434; DNA-S: U16734; DNA-U1: U16736	
340	Brisavirus	MK059755		Torbevirus	5307.0	2.0	MK059755	
341	Brisavirus	MK059757		Torbevirus	5308.0	3.0	MK059757	
342	Brisavirus	MK059754		Torbevirus	5309.0	4.0	MK059754	
343	Brisavirus	MK059756		Torbevirus	5310.0	5.0	MK059756	
344	Brisavirus	MK059759		Torbevirus	5311.0	6.0	MK059759	
345	Brisavirus	MK059758		Torbevirus	5312.0	7.0	MK059758	
346	Brisavirus	KY349925		Torbevirus	5313.0	8.0	KY349925	
347	Brisavirus	MH973742		Torbevirus	5314.0	9.0	MH973742	
348	Vientovirus	MK059761		Torbevirus	5316.0	2.0	MK059761	
349	Vientovirus	MK059772		Torbevirus	5317.0	3.0	MK059772	
350	Vientovirus	MK059765		Torbevirus	5318.0	4.0	MK059765	
351	Vientovirus	MK059762		Torbevirus	5319.0	5.0	MK059762	
352	Vientovirus	MK059764		Torbevirus	5320.0	6.0	MK059764	
353	Vientovirus	MK059760		Torbevirus	5321.0	7.0	MK059760	
354	Vientovirus	MK059766		Torbevirus	5322.0	8.0	MK059766	
355	Vientovirus	MK059768		Torbevirus	5323.0	9.0	MK059768	
356	Vientovirus	MK059771		Torbevirus	5324.0	10.0	MK059771	
357	Vientovirus	MK059767		Torbevirus	5325.0	11.0	MK059767	
358	Vientovirus	MK059770		Torbevirus	5326.0	12.0	MK059770	
359	Vientovirus	MK059769		Torbevirus	5327.0	13.0	MK059769	
360	Vientovirus	KY244146		Torbevirus	5328.0	14.0	KY244146	
361	Vientovirus	KY328746		Torbevirus	5329.0	15.0	KY328746	
362	Vientovirus	KY328745		Torbevirus	5330.0	16.0	KY328745	
363	Vientovirus	KY328744		Torbevirus	5331.0	17.0	KY328744	
364	Beet curly top Iran virus	JX131633		Becurtovirus	5344.0	2.0	JX131633	
365	Beet curly top Iran virus	JX458087		Becurtovirus	5345.0	3.0	JX458087	
366	Beet curly top Iran virus	JX945572		Becurtovirus	5346.0	4.0	JX945572	
367	Ageratum enation virus	FN543099	DNA-A	Begomovirus	5356.0	2.0	DNA-A: FN543099	
368	Ageratum enation virus	HM149260	DNA-A	Begomovirus	5357.0	3.0	DNA-A: HM149260	
369	Ageratum yellow vein Hualian virus	DQ866124	DNA-A	Begomovirus	5361.0	2.0	DNA-A: DQ866124	
370	Ageratum yellow vein virus	AB050781	DNA-A	Begomovirus	5364.0	2.0	DNA-A: AB050781	
371	Ageratum yellow vein virus	KC172826	DNA-A	Begomovirus	5365.0	3.0	DNA-A: KC172826	
372	Ageratum yellow vein virus	AB100305	DNA-A	Begomovirus	5366.0	4.0	DNA-A: AB100305	
373	Ageratum yellow vein virus	JN809816	DNA-A	Begomovirus	5367.0	5.0	DNA-A: JN809816	
374	Ageratum yellow vein virus	JQ804985	DNA-A	Begomovirus	5368.0	6.0	DNA-A: JQ804985	
375	Ageratum yellow vein virus	EU487045	DNA-A	Begomovirus	5369.0	7.0	DNA-A: EU487045	
376	Ageratum yellow vein virus	AB306314	DNA-A	Begomovirus	5370.0	8.0	DNA-A: AB306314	
377	Ageratum yellow vein virus	AF307861	DNA-A	Begomovirus	5371.0	9.0	DNA-A: AF307861	
378	Ageratum yellow vein virus	JN809820	DNA-A	Begomovirus	5372.0	10.0	DNA-A: JN809820	
379	Alternanthera yellow vein virus	EF544604	DNA-A	Begomovirus	5376.0	2.0	DNA-A: EF544604	
380	Alternanthera yellow vein virus	EF544602	DNA-A	Begomovirus	5377.0	3.0	DNA-A: EF544602	
381	Bean golden mosaic virus	JN419006	DNA-A	Begomovirus	5385.0	2.0	DNA-A: JN419006	
382	Bhendi yellow vein mosaic virus	EU589392	DNA-A	Begomovirus	5395.0	2.0	DNA-A: EU589392	
383	Bhendi yellow vein mosaic virus	AJ002451	DNA-A	Begomovirus	5396.0	3.0	DNA-A: AJ002451	
384	Bhendi yellow vein mosaic virus	FJ179372	DNA-A	Begomovirus	5397.0	4.0	DNA-A: FJ179372	
385	Bhendi yellow vein mosaic virus	FJ176235	DNA-A	Begomovirus	5398.0	5.0	DNA-A: FJ176235	
386	Chilli leaf curl virus	GU136803	DNA-A	Begomovirus	5420.0	2.0	DNA-A: GU136803	
387	Chilli leaf curl virus	AJ875159	DNA-A	Begomovirus	5421.0	3.0	DNA-A: AJ875159	
388	Chilli leaf curl virus	DQ673859	DNA-A	Begomovirus	5422.0	4.0	DNA-A: DQ673859	
389	Chilli leaf curl virus	FJ345402	DNA-A	Begomovirus	5423.0	5.0	DNA-A: FJ345402	
390	Chilli leaf curl virus	DQ116878	DNA-A	Begomovirus	5424.0	6.0	DNA-A: DQ116878	
391	Chino del tomate virus	AY751753	DNA-A	Begomovirus	5427.0	2.0	DNA-A: AY751753	
392	Chino del tomate virus	DQ347945	DNA-A	Begomovirus	5428.0	3.0	DNA-A: DQ347945	
393	Clerodendrum golden mosaic China virus	FN396962	DNA-A	Begomovirus	5434.0	2.0	DNA-A: FN396962; DNA-B: FN396963	
394	Clerodendrum golden mosaic China virus	FN396963	DNA-B	Begomovirus	5434.0	2.0	DNA-A: FN396962; DNA-B: FN396963	
395	Corchorus golden mosaic virus	FJ463902	DNA-A	Begomovirus	5441.0	2.0	DNA-A: FJ463902; DNA-B: FJ463901	
396	Corchorus golden mosaic virus	FJ463901	DNA-B	Begomovirus	5441.0	2.0	DNA-A: FJ463902; DNA-B: FJ463901	
397	Cotton leaf crumple virus	AY083351	DNA-A	Begomovirus	5448.0	2.0	DNA-A: AY083351	
398	Cotton leaf curl Alabad virus	GU112081	DNA-A	Begomovirus	5450.0	2.0	DNA-A: GU112081	
399	Cotton leaf curl Alabad virus	GU112004	DNA-A	Begomovirus	5451.0	3.0	DNA-A: GU112004	
400	Cotton leaf curl Alabad virus	FJ210467	DNA-A	Begomovirus	5452.0	4.0	DNA-A: FJ210467	
401	Cotton leaf curl Alabad virus	EU384575	DNA-A	Begomovirus	5453.0	5.0	DNA-A: EU384575	
402	Cotton leaf curl Gezira virus	FN554540	DNA-A	Begomovirus	5457.0	2.0	DNA-A: FN554540	
403	Cotton leaf curl Gezira virus	AJ542539	DNA-A	Begomovirus	5458.0	3.0	DNA-A: AJ542539	
404	Cotton leaf curl Gezira virus	FM210276	DNA-A	Begomovirus	5459.0	4.0	DNA-A: FM210276	
405	Cotton leaf curl Gezira virus	AF155064	DNA-A	Begomovirus	5460.0	5.0	DNA-A: AF155064	
406	Cotton leaf curl Gezira virus	AF014881	DNA-A	Begomovirus	5461.0	6.0	DNA-A: AF014881	
407	Cotton leaf curl Gezira virus	FM164726	DNA-A	Begomovirus	5462.0	7.0	DNA-A: FM164726	
408	Cotton leaf curl Gezira virus	AM701757	DNA-A	Begomovirus	5463.0	8.0	DNA-A: AM701757	
409	Cotton leaf curl Gezira virus	EU024120	DNA-A	Begomovirus	5464.0	9.0	DNA-A: EU024120	
410	Cotton leaf curl Gezira virus	EU432373	DNA-A	Begomovirus	5465.0	10.0	DNA-A: EU432373	
411	Cotton leaf curl Gezira virus	FJ868828	DNA-A	Begomovirus	5466.0	11.0	DNA-A: FJ868828	
412	Cotton leaf curl Kokhran virus	AM421522	DNA-A	Begomovirus	5468.0	2.0	DNA-A: AM421522	
413	Cotton leaf curl Kokhran virus	HF549182	DNA-A	Begomovirus	5469.0	3.0	DNA-A: HF549182	
414	Cotton leaf curl Kokhran virus	GU385879	DNA-A	Begomovirus	5470.0	4.0	DNA-A: GU385879	
415	Cotton leaf curl Kokhran virus	FN552001	DNA-A	Begomovirus	5471.0	5.0	DNA-A: FN552001	
416	Cotton leaf curl Multan virus	AJ002447	DNA-A	Begomovirus	5473.0	2.0	DNA-A: AJ002447	
417	Cotton leaf curl Multan virus	JN807763	DNA-A	Begomovirus	5474.0	3.0	DNA-A: JN807763	
418	Cotton leaf curl Multan virus	AJ132430	DNA-A	Begomovirus	5475.0	4.0	DNA-A: AJ132430	
419	Cotton leaf curl Multan virus	EU365616	DNA-A	Begomovirus	5476.0	5.0	DNA-A: EU365616	
420	Cotton leaf curl Multan virus	AF363011	DNA-A	Begomovirus	5477.0	6.0	DNA-A: AF363011	
421	East African cassava mosaic virus	AJ717542	DNA-A	Begomovirus	5500.0	2.0	DNA-A: AJ717542; DNA-B: AJ704949	
422	East African cassava mosaic virus	AJ704949	DNA-B	Begomovirus	5500.0	2.0	DNA-A: AJ717542; DNA-B: AJ704949	
423	East African cassava mosaic virus	JX473582	DNA-A	Begomovirus	5501.0	3.0	DNA-A: JX473582	
424	East African cassava mosaic virus	AY795983	DNA-A	Begomovirus	5502.0	4.0	DNA-A: AY795983; DNA-B: AY795989	
425	East African cassava mosaic virus	AY795989	DNA-B	Begomovirus	5502.0	4.0	DNA-A: AY795983; DNA-B: AY795989	
426	Eupatorium yellow vein virus	AJ438936	DNA-A	Begomovirus	5511.0	2.0	DNA-A: AJ438936	
427	Eupatorium yellow vein virus	AB079766	DNA-A	Begomovirus	5512.0	3.0	DNA-A: AB079766	
428	Eupatorium yellow vein virus	AB300463	DNA-A	Begomovirus	5513.0	4.0	DNA-A: AB300463	
429	Eupatorium yellow vein virus	AB433979	DNA-A	Begomovirus	5514.0	5.0	DNA-A: AB433979	
430	Euphorbia yellow mosaic virus	JF756676	DNA-A	Begomovirus	5521.0	2.0	DNA-A: JF756676	
431	Honeysuckle yellow vein virus	JX416174	DNA-A	Begomovirus	5531.0	2.0	DNA-A: JX416174	
432	Honeysuckle yellow vein virus	AB178945	DNA-A	Begomovirus	5532.0	3.0	DNA-A: AB178945	
433	Honeysuckle yellow vein virus	AB079765	DNA-A	Begomovirus	5533.0	4.0	DNA-A: AB079765	
434	Honeysuckle yellow vein virus	AB287441	DNA-A	Begomovirus	5534.0	5.0	DNA-A: AB287441	
435	Honeysuckle yellow vein virus	AB287440	DNA-A	Begomovirus	5535.0	6.0	DNA-A: AB287440	
436	Honeysuckle yellow vein virus	AB287439	DNA-A	Begomovirus	5536.0	7.0	DNA-A: AB287439	
437	Honeysuckle yellow vein virus	AB182261	DNA-A	Begomovirus	5537.0	8.0	DNA-A: AB182261	
438	Honeysuckle yellow vein virus	HM164545	DNA-A	Begomovirus	5538.0	9.0	DNA-A: HM164545	
439	Honeysuckle yellow vein virus	AB178946	DNA-A	Begomovirus	5539.0	10.0	DNA-A: AB178946	
440	Honeysuckle yellow vein virus	AB055009	DNA-A	Begomovirus	5540.0	11.0	DNA-A: AB055009	
441	Honeysuckle yellow vein virus	AB236325	DNA-A	Begomovirus	5541.0	12.0	DNA-A: AB236325	
442	Honeysuckle yellow vein virus	AB079689	DNA-A	Begomovirus	5542.0	13.0	DNA-A: AB079689	
443	Honeysuckle yellow vein virus	FJ434943	DNA-A	Begomovirus	5543.0	14.0	DNA-A: FJ434943	
444	Honeysuckle yellow vein virus	HM164547	DNA-A	Begomovirus	5544.0	15.0	DNA-A: HM164547	
445	Indian cassava mosaic virus	JF496657	DNA-A	Begomovirus	5548.0	2.0	DNA-A: JF496657; DNA-B: JF496656	
446	Indian cassava mosaic virus	JF496656	DNA-B	Begomovirus	5548.0	2.0	DNA-A: JF496657; DNA-B: JF496656	
447	Indian cassava mosaic virus	GQ924760	DNA-A	Begomovirus	5549.0	3.0	DNA-A: GQ924760; DNA-B: GQ924761	
448	Indian cassava mosaic virus	GQ924761	DNA-B	Begomovirus	5549.0	3.0	DNA-A: GQ924760; DNA-B: GQ924761	
449	Indian cassava mosaic virus	AJ575819	DNA-A	Begomovirus	5550.0	4.0	DNA-A: AJ575819	
450	Jatropha leaf curl virus	GU451249	DNA-A	Begomovirus	5556.0	2.0	DNA-A: GU451249	
